Gene_ID	start	end	strand	Annotation	Gene_length_bp	NumberUniqueHits	NormalizeUniquehits_hitsperbp	TotalNumberReads	Pvalue-Essential	AdjPvalue-Essential	FWER-Essential	Pvalue-ImprovedFitness	AdjPvalue-ImprovedFitness	FWER-ImprovedFitness	Library
MPAO1_00050	13058	13609	+	DNA-3-methyladenine glycosylase I	552	0	0	0	0.788522784	1	1	0.211477216	0.38748849	1	Ess541
MPAO1_00050	13058	13609	+	DNA-3-methyladenine glycosylase I	552	0	0	0	0.948590059	1	1	0.051409941	0.119159161	1	Ess538
MPAO1_00050	13058	13609	+	DNA-3-methyladenine glycosylase I	552	0.0	0.0	0.0	0.8616784936395655	1.0	1.0	0.1383215063604345	0.28007365290617775	1.0	Ess540
MPAO1_00050	13058	13609	+	DNA-3-methyladenine glycosylase I	552	0.0	0.0	0.0	0.9337373572816425	1.0	1.0	0.06626264271835747	0.1515532349799631	1.0	Ess539
MPAO1_00055	13753	14640	+	lysophospholipid acyltransferase	888	0	0	0	0.600263194	1	1	0.399736806	0.453600955	1	Ess541
MPAO1_00055	13753	14640	+	lysophospholipid acyltransferase	888	0	0	0	0.892814779	1	1	0.107185221	0.129344022	1	Ess538
MPAO1_00055	13753	14640	+	lysophospholipid acyltransferase	888	0.0	0.0	0.0	0.726293280834078	1.0	1.0	0.27370671916592204	0.3188995233413855	1.0	Ess540
MPAO1_00055	13753	14640	+	lysophospholipid acyltransferase	888	0.0	0.0	0.0	0.863054693458413	1.0	1.0	0.136945306541587	0.1645471201658725	1.0	Ess539
MPAO1_00060	14725	14991	+	PilZ domain-containing protein	267	0	0	0	0.853511737	1	1	0.146488263	0.391034519	1	Ess541
MPAO1_00060	14725	14991	+	PilZ domain-containing protein	267	0	0	0	0.965426123	1	1	0.034573877	0.136209952	1	Ess538
MPAO1_00060	14725	14991	+	PilZ domain-containing protein	267	0.0	0.0	0.0	0.9055174747369944	1.0	1.0	0.0944825252630056	0.29462508408273047	1.0	Ess540
MPAO1_00060	14725	14991	+	PilZ domain-containing protein	267	0.0	0.0	0.0	0.9553220964765943	1.0	1.0	0.044677903523405726	0.17232068038751894	1.0	Ess539
MPAO1_00065	15138	15791	+	7-cyano-7-deazaguanine/7-aminomethyl-7-deazaguanine transporter	654	0	0	0	0.734921055	1	1	0.265078945	0.394264686	1	Ess541
MPAO1_00065	15138	15791	+	7-cyano-7-deazaguanine/7-aminomethyl-7-deazaguanine transporter	654	0	0	0	0.933871311	1	1	0.066128689	0.115720283	1	Ess538
MPAO1_00065	15138	15791	+	7-cyano-7-deazaguanine/7-aminomethyl-7-deazaguanine transporter	654	0.0	0.0	0.0	0.8244955040365419	1.0	1.0	0.17550449596345807	0.2803302791503279	1.0	Ess540
MPAO1_00065	15138	15791	+	7-cyano-7-deazaguanine/7-aminomethyl-7-deazaguanine transporter	654	0.0	0.0	0.0	0.9149606859298588	1.0	1.0	0.0850393140701412	0.14740816517378058	1.0	Ess539
MPAO1_00070	15853	16125	-	hypothetical protein	273	0	0	0	0.861055593	1	1	0.138944407	0.391147137	1	Ess541
MPAO1_00070	15853	16125	-	hypothetical protein	273	0	0	0	0.967315146	1	1	0.032684854	0.139623235	1	Ess538
MPAO1_00070	15853	16125	-	hypothetical protein	273	0.0	0.0	0.0	0.9105241224373001	1.0	1.0	0.08947587756269992	0.2969730142933654	1.0	Ess540
MPAO1_00070	15853	16125	-	hypothetical protein	273	0.0	0.0	0.0	0.957750992366244	1.0	1.0	0.04224900763375605	0.1760025987747825	1.0	Ess539
MPAO1_00075	16418	16735	-	tetratricopeptide repeat protein	318	0	0	0	0.923856989	1	1	0.076143011	0.401406831	1	Ess541
MPAO1_00075	16418	16735	-	tetratricopeptide repeat protein	318	0	0	0	0.982561002	1	1	0.017438998	0.194140964	1	Ess538
MPAO1_00075	16418	16735	-	tetratricopeptide repeat protein	318	0.0	0.0	0.0	0.9515868193375707	1.0	1.0	0.04841318066242928	0.32227936119338535	1.0	Ess540
MPAO1_00075	16418	16735	-	tetratricopeptide repeat protein	318	0.0	0.0	0.0	0.9774057992853298	1.0	1.0	0.02259420071467022	0.23800844408751173	1.0	Ess539
MPAO1_00080	16884	18257	-	Trk system potassium transporter TrkA	1374	0	0	0	0.53537697	1	1	0.46462303	0.497188089	1	Ess541
MPAO1_00080	16884	18257	-	Trk system potassium transporter TrkA	1374	0	0	0	0.870412514	1	1	0.129587486	0.14374698	1	Ess538
MPAO1_00080	16884	18257	-	Trk system potassium transporter TrkA	1374	0.0	0.0	0.0	0.6760548976023489	1.0	1.0	0.32394510239765106	0.3522288775237501	1.0	Ess540
MPAO1_00080	16884	18257	-	Trk system potassium transporter TrkA	1374	0.0	0.0	0.0	0.8350300022299552	1.0	1.0	0.16496999777004484	0.1825477497914766	1.0	Ess539
MPAO1_00085	18285	19589	-	ribosomal RNA small subunit methyltransferase B	1305	0	0	0	0.761250285	1	1	0.238749715	0.389500645	1	Ess541
MPAO1_00085	18285	19589	-	ribosomal RNA small subunit methyltransferase B	1305	0	0	0	0.941201914	1	1	0.058798086	0.116564975	1	Ess538
MPAO1_00085	18285	19589	-	ribosomal RNA small subunit methyltransferase B	1305	0.0	0.0	0.0	0.8428819869535721	1.0	1.0	0.15711801304642792	0.2790150092709678	1.0	Ess540
MPAO1_00085	18285	19589	-	ribosomal RNA small subunit methyltransferase B	1305	0.0	0.0	0.0	0.9243013431217901	1.0	1.0	0.07569865687820987	0.1484673690791183	1.0	Ess539
MPAO1_00090	19586	20530	-	methionyl-tRNA formyltransferase	945	0	0	0	0.747969827	1	1	0.252030173	0.392017294	1	Ess541
MPAO1_00090	19586	20530	-	methionyl-tRNA formyltransferase	945	0	0	0	0.937529448	1	1	0.062470552	0.115982914	1	Ess538
MPAO1_00090	19586	20530	-	methionyl-tRNA formyltransferase	945	0.0	0.0	0.0	0.8336380561590307	1.0	1.0	0.16636194384096925	0.2795527461112685	1.0	Ess540
MPAO1_00090	19586	20530	-	methionyl-tRNA formyltransferase	945	0.0	0.0	0.0	0.9196191553619372	1.0	1.0	0.08038084463806283	0.1477881153526848	1.0	Ess539
MPAO1_00095	20585	21091	-	peptide deformylase	507	0	0	0	0.795492228	1	1	0.204507772	0.388902194	1	Ess541
MPAO1_00095	20585	21091	-	peptide deformylase	507	0	0	0	0.950446139	1	1	0.049553861	0.12126461	1	Ess538
MPAO1_00095	20585	21091	-	peptide deformylase	507	0.0	0.0	0.0	0.8664427536002431	1.0	1.0	0.13355724639975686	0.2830027016358222	1.0	Ess540
MPAO1_00095	20585	21091	-	peptide deformylase	507	0.0	0.0	0.0	0.9361113742100463	1.0	1.0	0.06388862578995369	0.15416147060482258	1.0	Ess539
MPAO1_00100	21230	22255	+	LysM peptidoglycan-binding domain-containing protein	1026	0	0	0	0.906886435	1	1	0.093113565	0.121681089	1	Ess538
MPAO1_00100	21230	22255	+	LysM peptidoglycan-binding domain-containing protein	1026	1.0	0.0010822510822510823	18.0	0.9927330706638033	1.0	1.0	0.007266929336196659	0.24690757594314428	1.0	Ess539
MPAO1_00100	21230	22255	+	LysM peptidoglycan-binding domain-containing protein	1026	2	0.002164502	59	0.990299911	1	1	0.009700089	0.224476856	1	Ess541
MPAO1_00100	21230	22255	+	LysM peptidoglycan-binding domain-containing protein	1026	2.0	0.0021645021645021645	87.0	0.9973133272582393	1.0	1.0	0.0026866727417607095	0.13732402066147348	1.0	Ess540
MPAO1_00105	22390	23478	+	DNA-protecting protein DprA	1089	0	0	0	0.795492228	1	1	0.204507772	0.388902194	1	Ess541
MPAO1_00105	22390	23478	+	DNA-protecting protein DprA	1089	0	0	0	0.950446139	1	1	0.049553861	0.12126461	1	Ess538
MPAO1_00105	22390	23478	+	DNA-protecting protein DprA	1089	0.0	0.0	0.0	0.8664427536002431	1.0	1.0	0.13355724639975686	0.2830027016358222	1.0	Ess540
MPAO1_00105	22390	23478	+	DNA-protecting protein DprA	1089	0.0	0.0	0.0	0.9361113742100463	1.0	1.0	0.06388862578995369	0.15416147060482258	1.0	Ess539
MPAO1_00110	23519	24076	+	threonylcarbamoyl-AMP synthase	558	0	0	0	0.831274415	1	1	0.168725585	0.392468931	1	Ess541
MPAO1_00110	23519	24076	+	threonylcarbamoyl-AMP synthase	558	0	0	0	0.959781159	1	1	0.040218841	0.130323233	1	Ess538
MPAO1_00110	23519	24076	+	threonylcarbamoyl-AMP synthase	558	0.0	0.0	0.0	0.8906621055928714	1.0	1.0	0.1093378944071286	0.29133642036496005	1.0	Ess540
MPAO1_00110	23519	24076	+	threonylcarbamoyl-AMP synthase	558	0.0	0.0	0.0	0.9480723050404088	1.0	1.0	0.05192769495959115	0.16534723237945656	1.0	Ess539
MPAO1_00115	24086	25063	-	quinone oxidoreductase	978	0	0	0	0.922982321	1	1	0.077017679	0.116049709	1	Ess538
MPAO1_00115	24086	25063	-	quinone oxidoreductase	978	0.0	0.0	0.0	0.9011263891527047	1.0	1.0	0.09887361084729529	0.14788271871765948	1.0	Ess539
MPAO1_00115	24086	25063	-	quinone oxidoreductase	978	1.0	0.0011363636363636363	44.0	0.978488459407316	1.0	1.0	0.02151154059268401	0.2926963787124921	1.0	Ess540
MPAO1_00115	24086	25063	-	quinone oxidoreductase	978	2	0.002272727	99	0.9944082	1	1	0.0055918	0.187820581	1	Ess541
MPAO1_00120	25254	26171	+	coproporphyrinogen III oxidase	918	0	0	0	0.691017153	1	1	0.308982847	0.406218111	1	Ess541
MPAO1_00120	25254	26171	+	coproporphyrinogen III oxidase	918	0	0	0	0.921179874	1	1	0.078820126	0.116378976	1	Ess538
MPAO1_00120	25254	26171	+	coproporphyrinogen III oxidase	918	0.0	0.0	0.0	0.7932789863391272	1.0	1.0	0.2067210136608728	0.28563848573075	1.0	Ess540
MPAO1_00120	25254	26171	+	coproporphyrinogen III oxidase	918	0.0	0.0	0.0	0.8988410955846341	1.0	1.0	0.1011589044153659	0.148282304277686	1.0	Ess539
MPAO1_00125	26229	27053	+	shikimate dehydrogenase	825	0	0	0	0.831274415	1	1	0.168725585	0.392468931	1	Ess541
MPAO1_00125	26229	27053	+	shikimate dehydrogenase	825	0	0	0	0.959781159	1	1	0.040218841	0.130323233	1	Ess538
MPAO1_00125	26229	27053	+	shikimate dehydrogenase	825	0.0	0.0	0.0	0.8906621055928714	1.0	1.0	0.1093378944071286	0.29133642036496005	1.0	Ess540
MPAO1_00125	26229	27053	+	shikimate dehydrogenase	825	0.0	0.0	0.0	0.9480723050404088	1.0	1.0	0.05192769495959115	0.16534723237945656	1.0	Ess539
MPAO1_00130	27164	28150	+	phospholipase C	987	0	0	0	0.921179874	1	1	0.078820126	0.116378976	1	Ess538
MPAO1_00130	27164	28150	+	phospholipase C	987	0.0	0.0	0.0	0.7932789863391272	1.0	1.0	0.2067210136608728	0.28563848573075	1.0	Ess540
MPAO1_00130	27164	28150	+	phospholipase C	987	0.0	0.0	0.0	0.8988410955846341	1.0	1.0	0.1011589044153659	0.148282304277686	1.0	Ess539
MPAO1_00130	27164	28150	+	phospholipase C	987	1	0.001124859	10	0.947537625	1	1	0.052462375	0.356089882	1	Ess541
MPAO1_00135	28131	29417	+	peptidylprolyl isomerase	1287	1	8.63E-04	299	0.995437167	1	1	0.004562833	0.173034392	1	Ess538
MPAO1_00135	28131	29417	+	peptidylprolyl isomerase	1287	1.0	8.628127696289905E-4	130.0	0.9677341623523363	1.0	1.0	0.032265837647663664	0.31609765615494506	1.0	Ess540
MPAO1_00135	28131	29417	+	peptidylprolyl isomerase	1287	1.0	8.628127696289905E-4	795.0	0.9924491179719843	1.0	1.0	0.007550882028015682	0.2507575398908259	1.0	Ess539
MPAO1_00135	28131	29417	+	peptidylprolyl isomerase	1287	2	0.001725626	72	0.989759927	1	1	0.010240073	0.23604373	1	Ess541
MPAO1_00140	29414	30016	+	hypothetical protein	603	1	0.001841621	144	0.999061148	1	1	9.39E-04	0.081155467	1	Ess538
MPAO1_00140	29414	30016	+	hypothetical protein	603	1	0.001841621	89	0.982812364	1	1	0.017187636	0.298902141	1	Ess541
MPAO1_00140	29414	30016	+	hypothetical protein	603	1.0	0.001841620626151013	194.0	0.998429516506403	1.0	1.0	0.001570483493597008	0.1073407206437583	1.0	Ess539
MPAO1_00140	29414	30016	+	hypothetical protein	603	1.0	0.001841620626151013	25.0	0.9929157667598884	1.0	1.0	0.007084233240111648	0.2031274291969574	1.0	Ess540
MPAO1_00145	30020	31573	-	SulP family inorganic anion transporter	1554	0	0	0	0.595004184	1	1	0.404995816	0.456747008	1	Ess541
MPAO1_00145	30020	31573	-	SulP family inorganic anion transporter	1554	0	0	0	0.891071244	1	1	0.108928756	0.130403916	1	Ess538
MPAO1_00145	30020	31573	-	SulP family inorganic anion transporter	1554	0.0	0.0	0.0	0.7222996528843848	1.0	1.0	0.2777003471156152	0.3213866194813125	1.0	Ess540
MPAO1_00145	30020	31573	-	SulP family inorganic anion transporter	1554	0.0	0.0	0.0	0.8608659512757452	1.0	1.0	0.13913404872425483	0.16585478369522813	1.0	Ess539
MPAO1_00150	31578	32501	-	choline ABC transporter substrate-binding protein	924	0	0	0	0.932047599	1	1	0.067952401	0.115674547	1	Ess538
MPAO1_00150	31578	32501	-	choline ABC transporter substrate-binding protein	924	0.0	0.0	0.0	0.9126403080164353	1.0	1.0	0.08735969198356475	0.14738813704919448	1.0	Ess539
MPAO1_00150	31578	32501	-	choline ABC transporter substrate-binding protein	924	1	0.001201923	39	0.960278003	1	1	0.039721997	0.364252569	1	Ess541
MPAO1_00150	31578	32501	-	choline ABC transporter substrate-binding protein	924	1.0	0.001201923076923077	17.0	0.9831717484232942	1.0	1.0	0.016828251576705755	0.2637772340476705	1.0	Ess540
MPAO1_00155	32518	34029	-	choline-sulfatase	1512	0	0	0	0.878961465	1	1	0.121038535	0.137773917	1	Ess538
MPAO1_00155	32518	34029	-	choline-sulfatase	1512	0.0	0.0	0.0	0.8456993909086028	1.0	1.0	0.1543006090913972	0.17505867211720377	1.0	Ess539
MPAO1_00155	32518	34029	-	choline-sulfatase	1512	1	7.35E-04	62	0.885818173	1	1	0.114181827	0.396198808	1	Ess541
MPAO1_00155	32518	34029	-	choline-sulfatase	1512	1.0	7.352941176470588E-4	12.0	0.9485523781994426	1.0	1.0	0.0514476218005574	0.30763898366599834	1.0	Ess540
MPAO1_00160	34142	35056	+	LysR family transcriptional regulator	915	0	0	0	0.935698592	1	1	0.064301408	0.115797695	1	Ess538
MPAO1_00160	34142	35056	+	LysR family transcriptional regulator	915	0.0	0.0	0.0	0.8290541775402155	1.0	1.0	0.1709458224597845	0.2798940235149341	1.0	Ess540
MPAO1_00160	34142	35056	+	LysR family transcriptional regulator	915	0.0	0.0	0.0	0.917286963378525	1.0	1.0	0.082713036621475	0.14755302860729289	1.0	Ess539
MPAO1_00160	34142	35056	+	LysR family transcriptional regulator	915	1	0.001215067	30	0.964221879	1	1	0.035778121	0.34251432	1	Ess541
MPAO1_00165	35067	35444	+	"DOPA 4,5-dioxygenase"	378	0	0	0	0.838621724	1	1	0.161378276	0.392950085	1	Ess541
MPAO1_00165	35067	35444	+	"DOPA 4,5-dioxygenase"	378	0	0	0	0.961659137	1	1	0.038340863	0.132803532	1	Ess538
MPAO1_00165	35067	35444	+	DOPA 4,5-dioxygenase	378	0.0	0.0	0.0	0.8955866172750023	1.0	1.0	0.10441338272499767	0.29365639409451494	1.0	Ess540
MPAO1_00165	35067	35444	+	DOPA 4,5-dioxygenase	378	0.0	0.0	0.0	0.9504827684153233	1.0	1.0	0.04951723158467669	0.16843882364278331	1.0	Ess539
MPAO1_00170	35423	35788	-	Hpt domain-containing protein	366	0	0	0	0.923856989	1	1	0.076143011	0.401406831	1	Ess541
MPAO1_00170	35423	35788	-	Hpt domain-containing protein	366	0	0	0	0.982561002	1	1	0.017438998	0.194140964	1	Ess538
MPAO1_00170	35423	35788	-	Hpt domain-containing protein	366	0.0	0.0	0.0	0.9515868193375707	1.0	1.0	0.04841318066242928	0.32227936119338535	1.0	Ess540
MPAO1_00170	35423	35788	-	Hpt domain-containing protein	366	0.0	0.0	0.0	0.9774057992853298	1.0	1.0	0.02259420071467022	0.23800844408751173	1.0	Ess539
MPAO1_00175	35796	36419	-	DNA-binding response regulator	624	0	0	0	0.788522784	1	1	0.211477216	0.38748849	1	Ess541
MPAO1_00175	35796	36419	-	DNA-binding response regulator	624	0	0	0	0.948590059	1	1	0.051409941	0.119159161	1	Ess538
MPAO1_00175	35796	36419	-	DNA-binding response regulator	624	0.0	0.0	0.0	0.8616784936395655	1.0	1.0	0.1383215063604345	0.28007365290617775	1.0	Ess540
MPAO1_00175	35796	36419	-	DNA-binding response regulator	624	0.0	0.0	0.0	0.9337373572816425	1.0	1.0	0.06626264271835747	0.1515532349799631	1.0	Ess539
MPAO1_00180	36605	37411	-	tryptophan synthase subunit alpha	807	0	0	0	0.761250285	1	1	0.238749715	0.389500645	1	Ess541
MPAO1_00180	36605	37411	-	tryptophan synthase subunit alpha	807	0	0	0	0.941201914	1	1	0.058798086	0.116564975	1	Ess538
MPAO1_00180	36605	37411	-	tryptophan synthase subunit alpha	807	0.0	0.0	0.0	0.8428819869535721	1.0	1.0	0.15711801304642792	0.2790150092709678	1.0	Ess540
MPAO1_00180	36605	37411	-	tryptophan synthase subunit alpha	807	0.0	0.0	0.0	0.9243013431217901	1.0	1.0	0.07569865687820987	0.1484673690791183	1.0	Ess539
MPAO1_00185	37408	38616	-	tryptophan synthase subunit beta	1209	0	0	0	0.638401026	1	1	0.361598974	0.432183564	1	Ess541
MPAO1_00185	37408	38616	-	tryptophan synthase subunit beta	1209	0	0	0	0.90511542	1	1	0.09488458	0.122767238	1	Ess538
MPAO1_00185	37408	38616	-	tryptophan synthase subunit beta	1209	0.0	0.0	0.0	0.7548738274577823	1.0	1.0	0.2451261725422177	0.3030819609177862	1.0	Ess540
MPAO1_00185	37408	38616	-	tryptophan synthase subunit beta	1209	0.0	0.0	0.0	0.8785324994604007	1.0	1.0	0.12146750053959932	0.1564043741887765	1.0	Ess539
MPAO1_00190	38720	39607	+	transcriptional regulator	888	0	0	0	0.788522784	1	1	0.211477216	0.38748849	1	Ess541
MPAO1_00190	38720	39607	+	transcriptional regulator	888	0	0	0	0.948590059	1	1	0.051409941	0.119159161	1	Ess538
MPAO1_00190	38720	39607	+	transcriptional regulator	888	0.0	0.0	0.0	0.8616784936395655	1.0	1.0	0.1383215063604345	0.28007365290617775	1.0	Ess540
MPAO1_00190	38720	39607	+	transcriptional regulator	888	0.0	0.0	0.0	0.9337373572816425	1.0	1.0	0.06626264271835747	0.1515532349799631	1.0	Ess539
MPAO1_00195	39708	39923	+	dodecin flavoprotein	216	0	0	0	0.876343927	1	1	0.123656073	0.396969086	1	Ess541
MPAO1_00195	39708	39923	+	dodecin flavoprotein	216	0	0	0	0.971104288	1	1	0.028895712	0.150308846	1	Ess538
MPAO1_00195	39708	39923	+	dodecin flavoprotein	216	0.0	0.0	0.0	0.9206206168480174	1.0	1.0	0.07937938315198256	0.30596197650318263	1.0	Ess540
MPAO1_00195	39708	39923	+	dodecin flavoprotein	216	0.0	0.0	0.0	0.9626273261695336	1.0	1.0	0.037372673830466385	0.1885635852150055	1.0	Ess539
MPAO1_00200	40107	40334	+	DUF1161 domain-containing protein	228	0	0	0	0.980642206	1	1	0.019357794	0.184118302	1	Ess538
MPAO1_00200	40107	40334	+	DUF1161 domain-containing protein	228	0.0	0.0	0.0	0.9463543824989676	1.0	1.0	0.05364561750103236	0.31691350720710376	1.0	Ess540
MPAO1_00200	40107	40334	+	DUF1161 domain-containing protein	228	0.0	0.0	0.0	0.9749270579973269	1.0	1.0	0.02507294200267307	0.22604103234925202	1.0	Ess539
MPAO1_00200	40107	40334	+	DUF1161 domain-containing protein	228	1	0.004854369	42	0.996703621	1	1	0.003296379	0.155008909	1	Ess541
MPAO1_00205	40631	42319	+	ShlB/FhaC/HecB family hemolysin secretion/activation protein	1689	0	0	0	0.661272337	1	1	0.338727663	0.421027956	1	Ess541
MPAO1_00205	40631	42319	+	ShlB/FhaC/HecB family hemolysin secretion/activation protein	1689	0	0	0	0.912220298	1	1	0.087779702	0.119354405	1	Ess538
MPAO1_00205	40631	42319	+	ShlB/FhaC/HecB family hemolysin secretion/activation protein	1689	0.0	0.0	0.0	0.7717077272972781	1.0	1.0	0.2282922727027219	0.29485870774480316	1.0	Ess540
MPAO1_00205	40631	42319	+	ShlB/FhaC/HecB family hemolysin secretion/activation protein	1689	0.0	0.0	0.0	0.8875012683218634	1.0	1.0	0.11249873167813662	0.15208545188686454	1.0	Ess539
MPAO1_00210	42432	53039	+	filamentous hemagglutinin N-terminal domain-containing protein	10608	0	0	0	0.075900299	1	1	0.924099701	0.924571581	1	Ess541
MPAO1_00210	42432	53039	+	filamentous hemagglutinin N-terminal domain-containing protein	10608	0	0	0	0.563975227	1	1	0.436024773	0.436470303	1	Ess538
MPAO1_00210	42432	53039	+	filamentous hemagglutinin N-terminal domain-containing protein	10608	0.0	0.0	0.0	0.19878164087154387	1.0	1.0	0.8012183591284561	0.8020370427379198	1.0	Ess540
MPAO1_00210	42432	53039	+	filamentous hemagglutinin N-terminal domain-containing protein	10608	0.0	0.0	0.0	0.4752074389815323	1.0	1.0	0.5247925610184677	0.5252393450819944	1.0	Ess539
MPAO1_00215	53042	53296	+	hypothetical protein	255	0	0	0	0.747969827	1	1	0.252030173	0.392017294	1	Ess541
